carat,cut,color,clarity,depth,table,price
0.10395010395010396,3,7,5,0.5055555555555555,0.23529411764705888,8.179
0.21205821205821207,4,5,3,0.5222222222222221,0.2941176470588234,8.837
0.29313929313929316,4,7,3,0.4444444444444444,0.3137254901960784,9.412
0.10602910602910603,3,6,4,0.5416666666666665,0.27450980392156854,8.115
0.02494802494802495,3,2,3,0.5388888888888888,0.27450980392156854,5.961
0.0706860706860707,5,6,3,0.5138888888888888,0.21568627450980382,7.483
0.16632016632016633,5,2,2,0.5416666666666665,0.23529411764705888,8.094
0.02079002079002079,4,4,5,0.5222222222222221,0.3137254901960784,6.654
0.16632016632016633,3,5,2,0.5666666666666667,0.21568627450980382,8.302
0.037422037422037424,5,6,8,0.5472222222222223,0.21568627450980382,7.268
0.04573804573804574,5,6,4,0.5305555555555554,0.23529411764705888,6.931
0.11226611226611227,5,6,3,0.5194444444444444,0.23529411764705888,7.93
0.10395010395010396,5,5,3,0.5249999999999999,0.2549019607843137,7.71
0.08523908523908524,2,7,2,0.46666666666666656,0.3529411764705881,7.261
0.20997920997921,5,5,1,0.5277777777777777,0.23529411764705888,8.384
0.22453222453222454,5,4,3,0.5333333333333334,0.23529411764705888,8.936
0.2203742203742204,3,4,3,0.5638888888888887,0.27450980392156854,8.976
0.04158004158004158,4,7,5,0.5416666666666665,0.3137254901960784,7.09
0.02079002079002079,4,3,7,0.5472222222222223,0.2941176470588234,6.528
0.02079002079002079,5,2,7,0.5083333333333331,0.2549019607843137,6.564
0.12681912681912683,5,6,2,0.5305555555555554,0.21568627450980382,8.039
0.02494802494802495,5,6,4,0.5472222222222223,0.21568627450980382,6.554
0.06444906444906445,5,4,5,0.5388888888888888,0.2549019607843137,7.432
0.11642411642411643,5,7,5,0.5194444444444444,0.23529411764705888,8.384
0.0498960498960499,4,4,3,0.5,0.3137254901960784,6.898
0.10810810810810811,5,7,5,0.5111111111111111,0.23529411764705888,8.195
0.17255717255717257,5,7,2,0.5499999999999998,0.23529411764705888,8.469
0.08316008316008316,4,4,3,0.5222222222222221,0.3137254901960784,7.406
0.10395010395010396,3,4,3,0.5555555555555556,0.2941176470588234,7.73
0.18711018711018715,3,4,7,0.5111111111111111,0.3137254901960784,9.133
0.02079002079002079,5,5,5,0.5083333333333331,0.21568627450980382,6.594
0.12058212058212059,2,4,3,0.5805555555555555,0.392156862745098,7.777
0.19334719334719333,4,4,7,0.4527777777777777,0.2941176470588234,9.09
0.07484407484407486,5,7,3,0.536111111111111,0.2549019607843137,7.364
0.11850311850311851,4,2,5,0.5444444444444445,0.21568627450980382,7.834
0.06444906444906445,4,2,4,0.5527777777777776,0.21568627450980382,7.072
0.3929313929313929,2,1,4,0.3944444444444444,0.392156862745098,9.357
0.033264033264033266,5,4,7,0.5499999999999998,0.2549019607843137,6.959
0.2203742203742204,5,6,6,0.5027777777777778,0.2549019607843137,9.568
0.02702702702702703,4,3,8,0.5194444444444444,0.2941176470588234,6.918
0.06444906444906445,3,2,3,0.5694444444444444,0.21568627450980382,6.974
0.02286902286902287,4,5,4,0.5527777777777776,0.2941176470588234,6.687
0.10602910602910603,3,3,3,0.4916666666666667,0.3137254901960784,7.726
0.031185031185031187,4,6,3,0.5027777777777778,0.2941176470588234,6.669
0.02286902286902287,5,4,7,0.5111111111111111,0.2549019607843137,6.649
0.02079002079002079,4,2,5,0.5166666666666666,0.3137254901960784,6.41
0.0706860706860707,5,7,4,0.5222222222222221,0.23529411764705888,7.621
0.037422037422037424,5,2,4,0.5111111111111111,0.21568627450980382,6.515
0.182952182952183,3,5,7,0.5,0.27450980392156854,9.231
0.22453222453222454,5,3,7,0.5194444444444444,0.21568627450980382,9.078
0.182952182952183,5,4,3,0.5222222222222221,0.23529411764705888,8.585
0.2702702702702703,4,1,5,0.5499999999999998,0.2941176470588234,9.131
0.0395010395010395,3,7,6,0.5111111111111111,0.2941176470588234,6.962
0.1683991683991684,3,3,3,0.5444444444444445,0.27450980392156854,8.382
0.14553014553014554,4,7,3,0.5333333333333334,0.27450980392156854,8.436
0.340956340956341,4,3,3,0.4638888888888888,0.27450980392156854,9.54
0.12266112266112267,4,1,3,0.4472222222222222,0.2549019607843137,7.696
0.29313929313929316,2,6,2,0.497222222222222,0.3529411764705881,9.287
0.1912681912681913,4,4,8,0.497222222222222,0.2549019607843137,9.119
0.02286902286902287,5,5,6,0.5055555555555555,0.23529411764705888,6.574
0.02286902286902287,5,4,5,0.5,0.23529411764705888,6.465
0.21205821205821207,4,2,4,0.5527777777777776,0.27450980392156854,8.639
0.10395010395010396,2,5,4,0.5527777777777776,0.33333333333333326,7.86
0.18087318087318088,4,5,2,0.5222222222222221,0.2941176470588234,8.443
0.02702702702702703,5,4,5,0.5138888888888888,0.23529411764705888,6.55
0.04158004158004158,4,7,6,0.4916666666666667,0.3137254901960784,7.188
0.062370062370062374,2,5,4,0.5638888888888887,0.2549019607843137,7.27
0.062370062370062374,2,7,2,0.4305555555555556,0.392156862745098,6.865
0.07484407484407486,5,5,2,0.5111111111111111,0.2549019607843137,7.154
0.04365904365904366,5,7,4,0.4638888888888888,0.2549019607843137,7.071
0.17255717255717257,4,2,3,0.4277777777777776,0.3137254901960784,8.098
0.0706860706860707,5,6,5,0.5444444444444445,0.21568627450980382,7.508
0.02079002079002079,5,5,4,0.5027777777777778,0.23529411764705888,6.654
0.14553014553014554,4,4,3,0.5527777777777776,0.27450980392156854,8.236
0.08523908523908524,5,2,2,0.5027777777777778,0.2549019607843137,7.245
0.2203742203742204,3,3,2,0.5333333333333334,0.2549019607843137,8.655
0.21205821205821207,4,3,5,0.44166666666666665,0.2941176470588234,8.893
0.04158004158004158,4,6,4,0.4527777777777777,0.2941176470588234,6.816
0.029106029106029108,5,6,2,0.5083333333333331,0.21568627450980382,6.118
0.16632016632016633,4,3,4,0.48333333333333317,0.27450980392156854,8.514
0.2869022869022869,5,6,3,0.5,0.2549019607843137,9.515
0.37629937629937626,5,2,3,0.46944444444444433,0.3137254901960784,9.748
0.02494802494802495,5,7,4,0.5,0.23529411764705888,6.631
0.37422037422037424,3,1,4,0.49444444444444424,0.3529411764705881,9.476
0.22245322245322247,5,6,5,0.5222222222222221,0.2549019607843137,9.379
0.2702702702702703,3,5,3,0.5666666666666667,0.27450980392156854,9.302
0.062370062370062374,5,5,2,0.497222222222222,0.2549019607843137,7.093
0.27234927234927236,5,2,3,0.5027777777777778,0.2941176470588234,9.029
0.08731808731808732,4,4,4,0.5333333333333334,0.21568627450980382,7.508
0.3076923076923077,4,1,2,0.44999999999999996,0.2549019607843137,8.943
0.06652806652806653,5,4,5,0.5166666666666666,0.196078431372549,7.451
0.1683991683991684,3,6,3,0.5666666666666667,0.2941176470588234,8.518
0.22453222453222454,5,4,2,0.5111111111111111,0.2549019607843137,8.681
0.062370062370062374,5,3,4,0.5194444444444444,0.21568627450980382,7.394
0.09563409563409564,3,4,6,0.48611111111111094,0.2941176470588234,7.701
0.1683991683991684,3,5,4,0.5472222222222223,0.23529411764705888,8.726
0.02286902286902287,5,4,4,0.5277777777777777,0.2549019607843137,6.299
0.02286902286902287,5,5,8,0.47777777777777786,0.2549019607843137,7.052
0.07900207900207899,5,5,7,0.5166666666666666,0.2549019607843137,7.911
0.04158004158004158,3,5,3,0.5583333333333333,0.27450980392156854,6.782
0.14553014553014554,5,4,5,0.5305555555555554,0.23529411764705888,8.62
0.2702702702702703,4,5,3,0.5305555555555554,0.3137254901960784,9.079
0.20166320166320165,4,7,5,0.5194444444444444,0.2941176470588234,9.204
0.2702702702702703,3,7,5,0.5055555555555555,0.37254901960784315,9.705
0.14553014553014554,3,6,3,0.5222222222222221,0.3137254901960784,8.307
0.10810810810810811,2,5,6,0.5083333333333331,0.4117647058823528,8.054
0.10602910602910603,5,7,4,0.48333333333333317,0.2549019607843137,8.05
0.28274428274428276,5,1,4,0.5388888888888888,0.2549019607843137,8.963
0.10602910602910603,3,4,4,0.5583333333333333,0.196078431372549,7.853
0.06652806652806653,3,4,7,0.5027777777777778,0.27450980392156854,7.656
0.10602910602910603,3,1,5,0.5861111111111108,0.27450980392156854,7.597
0.18918918918918923,5,2,3,0.5249999999999999,0.2549019607843137,8.457
0.22245322245322247,4,2,3,0.536111111111111,0.23529411764705888,8.646
0.008316008316008316,3,7,3,0.5583333333333333,0.21568627450980382,6.163
0.17671517671517672,3,3,2,0.5555555555555556,0.2941176470588234,8.333
0.1683991683991684,4,4,2,0.5416666666666665,0.3137254901960784,8.354
0.10395010395010396,4,7,2,0.5222222222222221,0.21568627450980382,7.706
0.04573804573804574,4,6,4,0.497222222222222,0.2941176470588234,6.865
0.029106029106029108,5,3,7,0.5027777777777778,0.23529411764705888,6.621
0.18918918918918923,5,6,2,0.5055555555555555,0.21568627450980382,8.586
0.30145530145530147,3,1,3,0.5138888888888888,0.27450980392156854,8.98
0.12681912681912683,3,3,5,0.5722222222222222,0.2549019607843137,8.04
0.12681912681912683,5,4,6,0.5194444444444444,0.2176470588235293,8.325
0.26403326403326405,1,3,1,0.6583333333333334,0.2941176470588234,8.497
0.3908523908523909,4,2,2,0.5055555555555555,0.27450980392156854,9.637
0.2806652806652807,5,2,4,0.5444444444444445,0.23529411764705888,9.131
0.02494802494802495,5,6,6,0.5083333333333331,0.196078431372549,6.658
0.07276507276507278,5,6,4,0.5277777777777777,0.21568627450980382,7.447
0.02079002079002079,4,2,3,0.5166666666666666,0.3529411764705881,6.227
0.28274428274428276,3,1,3,0.461111111111111,0.27450980392156854,8.912
0.10395010395010396,2,6,5,0.5,0.33333333333333326,7.99
0.02079002079002079,3,6,4,0.5138888888888888,0.27450980392156854,6.461
0.02702702702702703,4,4,4,0.4722222222222221,0.27450980392156854,6.611
0.10810810810810811,4,6,2,0.5194444444444444,0.27450980392156854,7.662
0.10395010395010396,4,4,5,0.4527777777777777,0.3529411764705881,7.822
0.17463617463617465,3,7,5,0.536111111111111,0.2941176470588234,9.011
0.029106029106029108,2,3,4,0.5611111111111111,0.21568627450980382,6.286
0.1704781704781705,4,3,3,0.5277777777777777,0.3137254901960784,8.476
0.02286902286902287,2,6,3,0.5666666666666667,0.2549019607843137,6.299
0.1912681912681913,5,6,3,0.5166666666666666,0.21568627450980382,8.773
0.16632016632016633,3,3,3,0.5249999999999999,0.27450980392156854,8.508
0.02702702702702703,5,4,5,0.5305555555555554,0.23529411764705888,6.501
0.07276507276507278,4,4,3,0.5305555555555554,0.23529411764705888,7.186
0.2079002079002079,4,3,5,0.5083333333333331,0.27450980392156854,8.799
0.27234927234927236,4,4,3,0.5166666666666666,0.2941176470588234,9.282
0.0706860706860707,3,6,4,0.5055555555555555,0.27450980392156854,7.442
0.02494802494802495,4,2,5,0.5083333333333331,0.27450980392156854,6.474
0.02702702702702703,4,4,5,0.5111111111111111,0.2941176470588234,6.75
0.0706860706860707,5,4,6,0.5305555555555554,0.23529411764705888,7.593
0.02079002079002079,5,6,8,0.5194444444444444,0.21568627450980382,6.849
0.02286902286902287,4,1,3,0.497222222222222,0.3137254901960784,6.142
0.04365904365904366,2,5,5,0.4166666666666665,0.33333333333333326,6.792
0.10810810810810811,5,3,3,0.5333333333333334,0.27450980392156854,7.807
0.04781704781704782,5,3,7,0.5138888888888888,0.23529411764705888,7.169
0.14553014553014554,3,5,3,0.5027777777777778,0.23529411764705888,8.267
0.02079002079002079,1,6,6,0.6555555555555552,0.196078431372549,6.373
0.1683991683991684,4,4,4,0.5388888888888888,0.27450980392156854,8.717
0.2702702702702703,4,4,2,0.5305555555555554,0.3137254901960784,8.868
0.07484407484407486,4,6,4,0.5027777777777778,0.2549019607843137,7.53
0.02702702702702703,5,7,3,0.5388888888888888,0.196078431372549,6.41
0.062370062370062374,3,7,5,0.5583333333333333,0.2549019607843137,7.447
0.2079002079002079,4,4,5,0.5527777777777776,0.2941176470588234,8.695
0.10395010395010396,3,2,3,0.5333333333333334,0.21568627450980382,7.672
0.037422037422037424,5,5,5,0.5388888888888888,0.196078431372549,6.906
0.04781704781704782,5,7,3,0.5138888888888888,0.23529411764705888,6.97
0.04573804573804574,5,7,6,0.5305555555555554,0.21568627450980382,7.19
0.02286902286902287,5,6,4,0.5222222222222221,0.23529411764705888,6.771
0.17463617463617465,3,5,2,0.536111111111111,0.27450980392156854,8.338
0.2203742203742204,5,6,3,0.5138888888888888,0.2941176470588234,9.056
0.02079002079002079,5,7,3,0.5333333333333334,0.21568627450980382,6.314
0.28274428274428276,4,6,4,0.5138888888888888,0.27450980392156854,9.406
0.04781704781704782,4,5,4,0.5,0.2549019607843137,6.875
0.062370062370062374,2,5,3,0.461111111111111,0.33333333333333326,7.102
0.01455301455301456,3,4,7,0.5527777777777776,0.21568627450980382,6.339
0.12058212058212059,3,7,4,0.5333333333333334,0.23529411764705888,8.207
0.06860706860706861,2,6,5,0.5611111111111111,0.23529411764705888,7.482
0.1787941787941788,5,4,2,0.5305555555555554,0.27450980392156854,8.515
0.04158004158004158,3,5,5,0.5583333333333333,0.2941176470588234,6.844
0.08108108108108109,5,4,3,0.5666666666666667,0.23529411764705888,7.227
0.182952182952183,3,6,2,0.5694444444444444,0.23529411764705888,8.223
0.20997920997921,5,3,4,0.5499999999999998,0.21568627450980382,8.68
0.04158004158004158,4,7,3,0.5194444444444444,0.27450980392156854,6.898
0.04365904365904366,5,7,2,0.5444444444444445,0.2549019607843137,6.735
0.02494802494802495,5,7,3,0.5472222222222223,0.196078431372549,6.628
0.07900207900207899,4,6,3,0.4305555555555556,0.21568627450980382,7.249
0.18711018711018715,3,1,2,0.5222222222222221,0.27450980392156854,8.362
0.10602910602910603,2,5,5,0.4166666666666665,0.33333333333333326,7.847
0.02702702702702703,3,5,5,0.4472222222222222,0.3137254901960784,6.649
0.010395010395010396,4,6,5,0.5138888888888888,0.3137254901960784,6.075
0.010395010395010396,5,6,4,0.5305555555555554,0.2549019607843137,6.282
0.16632016632016633,4,7,3,0.5416666666666665,0.2941176470588234,8.679
0.10395010395010396,3,5,5,0.5499999999999998,0.2941176470588234,8.024
0.02494802494802495,5,4,4,0.5111111111111111,0.23529411764705888,6.579
0.06444906444906445,5,6,5,0.5472222222222223,0.23529411764705888,7.472
0.27234927234927236,5,3,4,0.5333333333333334,0.2549019607843137,9.354
0.3804573804573804,3,4,3,0.5083333333333331,0.2941176470588234,9.812
0.1704781704781705,5,2,3,0.5277777777777777,0.23529411764705888,8.463
0.17463617463617465,3,4,3,0.5222222222222221,0.2941176470588234,8.531
0.035343035343035345,5,5,7,0.5138888888888888,0.23529411764705888,6.836
0.04781704781704782,5,4,5,0.5249999999999999,0.21568627450980382,6.849
0.02079002079002079,5,4,6,0.5222222222222221,0.2549019607843137,6.745
0.062370062370062374,2,1,3,0.461111111111111,0.3137254901960784,6.866
0.28274428274428276,4,4,2,0.5194444444444444,0.2941176470588234,9.089
0.10602910602910603,3,6,5,0.5305555555555554,0.2549019607843137,8.009
0.2182952182952183,5,3,2,0.5166666666666666,0.196078431372549,8.497
0.037422037422037424,5,3,2,0.5083333333333331,0.196078431372549,6.234
0.15384615384615385,4,5,2,0.5333333333333334,0.2941176470588234,8.35
0.031185031185031187,5,5,4,0.5111111111111111,0.21568627450980382,6.56
0.02079002079002079,3,3,3,0.4361111111111111,0.37254901960784315,6.223
0.04365904365904366,5,5,4,0.5222222222222221,0.2549019607843137,6.76
0.02286902286902287,5,4,7,0.5277777777777777,0.21568627450980382,6.671
0.02494802494802495,4,5,8,0.4527777777777777,0.27450980392156854,6.985
0.033264033264033266,4,3,4,0.497222222222222,0.2941176470588234,6.592
0.2785862785862786,2,3,5,0.5583333333333333,0.2549019607843137,9.284
0.04365904365904366,4,6,2,0.5305555555555554,0.27450980392156854,6.526
0.37629937629937626,5,4,2,0.497222222222222,0.21568627450980382,9.776
0.09563409563409564,3,3,5,0.5166666666666666,0.276470588235294,7.59
0.1704781704781705,1,2,2,0.625,0.2549019607843137,8.243
0.06652806652806653,5,3,7,0.5055555555555555,0.2549019607843137,7.501
0.1683991683991684,2,4,6,0.5388888888888888,0.2941176470588234,8.9
0.288981288981289,4,3,3,0.5,0.27450980392156854,9.086
0.08316008316008316,5,4,6,0.5277777777777777,0.2549019607843137,7.761
0.012474012474012475,5,6,5,0.5222222222222221,0.21568627450980382,6.114
0.04573804573804574,5,2,5,0.5277777777777777,0.21568627450980382,6.65
0.12474012474012475,3,1,3,0.5166666666666666,0.23529411764705888,7.707
0.37629937629937626,1,1,5,0.6555555555555552,0.196078431372549,9.575
0.32432432432432434,3,1,2,0.497222222222222,0.3137254901960784,9.111
0.2972972972972973,2,5,3,0.40833333333333344,0.3137254901960784,9.297
0.21621621621621623,5,1,2,0.47499999999999987,0.2549019607843137,8.473
0.07900207900207899,5,4,2,0.5138888888888888,0.21568627450980382,7.151
0.11226611226611227,5,4,3,0.5083333333333331,0.2549019607843137,8.049
0.033264033264033266,5,3,4,0.5111111111111111,0.2549019607843137,6.375
0.02079002079002079,3,5,4,0.5527777777777776,0.2549019607843137,6.405
0.10602910602910603,3,6,3,0.5583333333333333,0.27450980392156854,7.828
0.23700623700623702,4,4,4,0.4916666666666667,0.2941176470588234,9.137
0.1683991683991684,4,6,2,0.5138888888888888,0.27450980392156854,8.448
0.04365904365904366,5,4,4,0.5472222222222223,0.23529411764705888,6.967
0.14553014553014554,3,7,3,0.5499999999999998,0.2941176470588234,8.404
0.02286902286902287,5,4,7,0.49444444444444424,0.23529411764705888,6.649
0.035343035343035345,4,5,2,0.47777777777777786,0.3137254901960784,6.436
0.37629937629937626,5,1,3,0.536111111111111,0.2549019607843137,9.442
0.10602910602910603,4,7,4,0.5055555555555555,0.2941176470588234,7.946
0.27442827442827444,1,3,3,0.5999999999999999,0.21568627450980382,8.914
0.41995841995842004,4,5,2,0.44999999999999996,0.2941176470588234,9.514
0.056133056133056136,3,5,3,0.5027777777777778,0.33333333333333326,6.929
0.16632016632016633,1,6,3,0.6472222222222221,0.3529411764705881,8.328
0.4261954261954262,4,2,2,0.5249999999999999,0.2941176470588234,9.316
0.07276507276507278,5,1,3,0.497222222222222,0.2549019607843137,7.003
0.037422037422037424,5,4,6,0.536111111111111,0.18823529411764706,6.834
0.27234927234927236,2,4,4,0.5888888888888888,0.196078431372549,9.362
0.20997920997921,5,2,5,0.48611111111111094,0.27450980392156854,8.747
0.16632016632016633,2,6,7,0.5666666666666667,0.2941176470588234,9.031
0.02702702702702703,4,6,3,0.48333333333333317,0.2941176470588234,6.611
0.24740124740124741,4,4,3,0.5083333333333331,0.2941176470588234,8.968
0.2702702702702703,3,3,2,0.5277777777777777,0.37254901960784315,8.894
0.06860706860706861,5,4,5,0.5138888888888888,0.2549019607843137,7.491
0.02079002079002079,4,6,3,0.536111111111111,0.27450980392156854,6.515
0.02079002079002079,4,2,6,0.5,0.3137254901960784,6.265
0.06444906444906445,5,6,5,0.5222222222222221,0.21568627450980382,7.638
0.08316008316008316,5,6,4,0.5055555555555555,0.23529411764705888,7.691
0.062370062370062374,4,3,2,0.5,0.27450980392156854,6.865
0.08523908523908524,5,4,5,0.5305555555555554,0.23529411764705888,7.681
0.05405405405405406,5,1,7,0.5416666666666665,0.23529411764705888,6.926
0.37629937629937626,2,3,3,0.5333333333333334,0.27450980392156854,9.725
0.18087318087318088,5,2,3,0.5138888888888888,0.2549019607843137,8.657
0.1683991683991684,3,3,2,0.5666666666666667,0.2549019607843137,8.186
0.04365904365904366,5,4,2,0.5,0.2549019607843137,6.729
0.05197505197505198,4,6,5,0.49444444444444424,0.3137254901960784,7.156
0.04573804573804574,5,2,7,0.5416666666666665,0.2549019607843137,6.784
0.1496881496881497,5,2,3,0.5222222222222221,0.2549019607843137,8.109
0.1683991683991684,2,6,4,0.5805555555555555,0.2941176470588234,8.849
0.006237006237006237,3,7,6,0.48333333333333317,0.2941176470588234,6.273
0.0706860706860707,5,5,4,0.5499999999999998,0.2549019607843137,7.391
0.07276507276507278,3,6,6,0.48333333333333317,0.23529411764705888,7.783
0.04158004158004158,5,6,7,0.5388888888888888,0.2549019607843137,7.242
0.12058212058212059,3,3,2,0.5583333333333333,0.23529411764705888,7.761
0.14553014553014554,3,5,2,0.5444444444444445,0.23529411764705888,8.122
0.06652806652806653,3,7,4,0.5694444444444444,0.2549019607843137,7.511
0.10395010395010396,2,5,6,0.5583333333333333,0.27450980392156854,7.909
0.14553014553014554,2,3,5,0.5694444444444444,0.2941176470588234,8.368
0.14553014553014554,2,3,3,0.5305555555555554,0.33333333333333326,8.145
0.27234927234927236,2,3,3,0.5333333333333334,0.33333333333333326,9.089
0.16632016632016633,2,5,3,0.5722222222222222,0.27450980392156854,8.505
0.182952182952183,5,4,4,0.5222222222222221,0.21568627450980382,8.844
0.316008316008316,2,5,3,0.5611111111111111,0.33333333333333326,9.51
0.037422037422037424,5,5,2,0.48888888888888893,0.23529411764705888,6.718
0.14553014553014554,2,5,4,0.5777777777777777,0.21568627450980382,8.368
0.033264033264033266,3,3,4,0.5,0.21568627450980382,6.368
0.14760914760914762,5,5,2,0.5277777777777777,0.23529411764705888,8.443
0.035343035343035345,4,4,3,0.5305555555555554,0.3137254901960784,6.562
0.14553014553014554,4,5,2,0.5027777777777778,0.196078431372549,8.148
0.062370062370062374,5,6,4,0.48333333333333317,0.23529411764705888,7.545
0.27234927234927236,5,4,6,0.536111111111111,0.21568627450980382,9.599
0.02494802494802495,5,3,4,0.5055555555555555,0.21568627450980382,6.26
0.06444906444906445,3,2,4,0.5638888888888887,0.23529411764705888,7.039
0.04365904365904366,5,4,4,0.5472222222222223,0.23529411764705888,6.967
0.14553014553014554,3,6,2,0.5888888888888888,0.196078431372549,8.146
0.37629937629937626,5,2,2,0.5305555555555554,0.21568627450980382,9.421
0.02494802494802495,5,3,7,0.5249999999999999,0.21568627450980382,6.842
0.37422037422037424,2,4,4,0.5861111111111108,0.21568627450980382,9.792
0.14760914760914762,4,7,3,0.5499999999999998,0.2549019607843137,8.349
0.10602910602910603,4,5,7,0.4194444444444445,0.27450980392156854,8.116
0.2765072765072765,5,5,3,0.5416666666666665,0.2549019607843137,9.352
0.20582120582120583,4,3,3,0.49444444444444424,0.2941176470588234,8.648
0.08731808731808732,1,5,3,0.336111111111111,0.43137254901960786,7.403
0.2079002079002079,3,2,3,0.5527777777777776,0.2549019607843137,8.559
0.10395010395010396,5,6,3,0.5166666666666666,0.23529411764705888,8.111
0.0395010395010395,3,4,7,0.5472222222222223,0.27450980392156854,6.75
0.02702702702702703,5,3,8,0.5249999999999999,0.21568627450980382,6.766
0.06860706860706861,5,6,6,0.5333333333333334,0.196078431372549,7.729
0.029106029106029108,4,6,4,0.5,0.2941176470588234,6.613
0.1704781704781705,4,5,6,0.497222222222222,0.2941176470588234,9.08
0.062370062370062374,1,5,1,0.6694444444444443,0.2549019607843137,6.441
0.07276507276507278,5,4,6,0.48611111111111094,0.23529411764705888,7.575
0.02079002079002079,5,4,8,0.536111111111111,0.21568627450980382,6.76
0.02286902286902287,5,4,7,0.5055555555555555,0.23529411764705888,6.953
0.11850311850311851,2,6,4,0.5666666666666667,0.2549019607843137,8.099
0.07276507276507278,2,5,3,0.5916666666666666,0.27254901960784306,7.244
0.14553014553014554,2,7,4,0.6333333333333331,0.27450980392156854,8.451
0.02079002079002079,4,2,5,0.43888888888888866,0.33333333333333326,6.41
0.2203742203742204,4,1,3,0.5222222222222221,0.27450980392156854,8.533
0.12474012474012475,5,5,4,0.5305555555555554,0.23529411764705888,8.305
0.1101871101871102,4,6,3,0.5472222222222223,0.27450980392156854,7.902
0.01455301455301456,3,3,6,0.5416666666666665,0.21568627450980382,6.223
0.062370062370062374,3,7,3,0.5249999999999999,0.33333333333333326,7.27
0.16632016632016633,3,4,2,0.5583333333333333,0.37254901960784315,8.22
0.14553014553014554,1,2,6,0.6666666666666665,0.23529411764705888,8.031
0.06652806652806653,5,3,5,0.5277777777777777,0.23529411764705888,7.377
0.11434511434511435,3,6,4,0.48333333333333317,0.23529411764705888,8.247
0.10602910602910603,3,6,2,0.5249999999999999,0.37254901960784315,7.773
0.04158004158004158,3,7,3,0.5583333333333333,0.2549019607843137,6.829
